product_title,review_headline,review_date,Sentiment
"The Boy Book: A Study of Habits and Behaviors, Plus Techniques for Taming Them (Ruby Oliver Quartet)","Fun, Brilliant, Perfect!","Sunday, April 29, 2012",Positive
"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",LOVED this book!!!,"Monday, April 30, 2012",Positive
The Boy Who Cried Abba: A Parable of Trust and Acceptance,Connection to Thomas Klise?,"Tuesday, May 1, 2012",Positive
The Boy Who Lost His Face,Lots of levels of meaning,"Wednesday, May 2, 2012",Negative
The Boy Who Met Jesus: Segatashya of Kibeho,Boy Who Met Jesus,"Monday, April 30, 2012",Positive
The Boy Who Met Jesus: Segatashya of Kibeho,Segatashya of Kibeho,"Monday, April 30, 2012",Negative
The Boy Who Picked the Bullets Up,Forgptten masterpiece,"Monday, April 30, 2012",Positive
The Boy on the Bus: A Novel,reader thrown under the bus,"Wednesday, May 2, 2012",Negative
The Boy with Pink Hair,Great story for a young audience,"Wednesday, May 2, 2012",Positive
The Boy's Book of Positive Quotations,The Boy who like his book,"Wednesday, May 2, 2012",Positive
The Boys from Brazil: A Novel (Pegasus Classics),love it,"Wednesday, May 2, 2012",Positive
The Brandenburgers Global Mission,Great book on the Brandenburgers,"Tuesday, May 1, 2012",Positive
The Brazen Baroness,I rarely read romance novels,"Sunday, April 29, 2012",Positive
The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Great book,"Wednesday, May 2, 2012",Positive
The Bread Bible,Great book for beginners,"Thursday, May 3, 2012",Positive
The Breakaway,INTENSE young adult romance novel.,"Tuesday, May 1, 2012",Positive
The Breakaway,THOUGHTFUL and SUSPENSEFUL!,"Monday, April 30, 2012",Positive
The Breakaway,Thrilling Read!,"Tuesday, May 1, 2012",Positive
The Breaking Point,Picture of book wrong,"Sunday, April 29, 2012",Neutral
"The Breaking Point: Hemingway, Dos Passos, and the Murder of Jose Robles",The Bell Tolls for Dos Passos,"Monday, April 30, 2012",Positive
The Breaks of the Game,Terrific read,"Tuesday, May 1, 2012",Positive
The Brick Bible: A New Spin on the Old Testament (Brick Bible Presents),sacrilege!,"Monday, April 30, 2012",Negative
The Bridge of Deaths,Spectacular Novel,"Wednesday, May 2, 2012",Positive
The Brief Wondrous Life of Oscar Wao,Oscar Wao,"Wednesday, May 2, 2012",Positive
The Brightonomicon (Brentford Trilogy),remniscent of cheese puffs,"Monday, April 30, 2012",Negative
"The Brilliant Disaster: JFK, Castro, and America's Doomed Invasion of Cuba's Bay of Pigs","Three books, three views of the invasion","Tuesday, May 1, 2012",Positive
The Bro Code,Legendary,"Tuesday, May 1, 2012",Positive
The Bryant File,Exciting Read - a story well-told,"Wednesday, May 2, 2012",Positive
The Buddha in the Attic (Pen/Faulkner Award - Fiction),Stunning Novel,"Wednesday, May 2, 2012",Positive
The Builders: A Story and Study of Freemasonry,A Keeper!,"Monday, April 30, 2012",Positive
The Bull Rider's Baby,Keep em coming!,"Tuesday, May 1, 2012",Positive
The Bull Rider's Baby (Love Inspired),"WITH BRENDA MINTON, IT'S ALWAYS GOING TO BE FIVE STARS","Sunday, April 29, 2012",Positive
The Bungalow: A Novel,Harlequin romance,"Sunday, April 29, 2012",Positive
The Burning Beast,Heart wrenching,"Tuesday, May 1, 2012",Positive
The Burning Beast,Wonderful description of the true and devastating events.,"Sunday, April 29, 2012",Positive
The Burnt Offering,The Burnt Offering; Albrecht Goes,"Wednesday, May 2, 2012",Positive
The Bush Is Still Burning: The Christ Who Makes Things Happen In Our Deepest Needs,A Life Saver!!,"Wednesday, May 2, 2012",Positive
The Business Model Innovation Factory: How to Stay Relevant When The World is Changing,Business Model Disruption,"Tuesday, May 1, 2012",Positive
"The Business of Media Distribution: Monetizing Film, TV and Video Content in an Online World (American Film Market Presents)",The ultimate guide to media distribution!,"Tuesday, May 1, 2012",Negative
The Business of the 21st Century,Very Disappointed,"Monday, April 30, 2012",Negative
The Busy Family's Unofficial Guide to Walt Disney World 2012,Well Worth the Money and the Time,"Wednesday, May 2, 2012",Positive
The Butt: A Novel,Sense of Humor,"Wednesday, May 2, 2012",Positive
The Butter Battle Book: (New York Times Notable Book of the Year) (Classic Seuss),"Good plot, but too lengthy","Wednesday, May 2, 2012",Positive
The Butterfly Legacy,a vivid film-like story,"Tuesday, May 1, 2012",Positive
The Button Maker: 30 Great Techniques and 35 Stylish Projects,This book is ok,"Tuesday, May 1, 2012",Positive
The C Card and Me: How I beat stage IV cancer (to a pulp),The c card and ME,"Tuesday, May 1, 2012",Positive
The C# Programming Language (Covering C# 4.0) (4th Edition) (Microsoft Windows Development Series),A Question not asked is a door not opened.,"Monday, April 30, 2012",Neutral
The Cabin in the Woods: The Official Visual Companion,Very entertaining book about the process of making this movie,"Tuesday, May 1, 2012",Positive
The Calculus Direct: An intuitively Obvious Approach to a Basic Understanding of the Calculus for the Casual Observer,This book is fabulous,"Wednesday, May 2, 2012",Positive
The Caldecott Chronicles No.1,A great zombie book,"Wednesday, May 2, 2012",Positive
The Caline Conspiracy,I like it,"Wednesday, May 2, 2012",Positive
The Call to Brilliance: A True Story to Inspire Parents and Educators,Brilliantly received,"Sunday, April 29, 2012",Positive
The Call: A Novel Set in the 1960s and 1970s During the Time of the Vietnam War,The Call,"Sunday, April 29, 2012",Negative
The Calling (Darkness Rising),A thrilling mixture of action and suspense.,"Monday, April 30, 2012",Positive
The Calling (Darkness Rising),Great Addition to The Series,"Sunday, April 29, 2012",Positive
The Calling: My Journey with the Angels,Amazing.....,"Sunday, April 29, 2012",Negative
The Calling: My Journey with the Angels,Awesome book!,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,Beautiful story!,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,Couldn't put it down - The Calling: My Journey with the Angels,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,Definitely inspiring!!,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,Detailed process on becoming a medium--great resource!,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,Guided by the Angels,"Wednesday, May 2, 2012",Positive
The Calling: My Journey with the Angels,"The Calling, My Journey with the Angels by Kim O'Neill","Tuesday, May 1, 2012",Negative
The Calling: My Journey with the Angels,very good book,"Wednesday, May 2, 2012",Positive
"The CalorieKing Calorie, Fat & Carbohydrate Counter 2010",I Like This Little Book!,"Tuesday, May 1, 2012",Negative
The Canal Du MIDI,Wonderful,"Tuesday, May 1, 2012",Positive
The Canary List: A Novel,Somewhat Distrubing,"Monday, April 30, 2012",Negative
"The Cancer-Fighting Kitchen: Nourishing, Big-Flavor Recipes for Cancer Treatment and Recovery",no enticing recipes,"Sunday, April 29, 2012",Neutral
The Captain of All Pleasures,My favorite Kresley Cole book of all time!,"Monday, April 30, 2012",Positive
The Captains' Airline: On Approach to Disaster (Volume 1),Fantastic thrilling it twists it turns and leaves you inspired.,"Tuesday, May 1, 2012",Positive
The Captive Bride: 1659 (The House of Winslow #2),Great book,"Monday, April 30, 2012",Positive
The Care and Keeping of You (American Girl) (American Girl Library),Great book for pre teens,"Wednesday, May 2, 2012",Positive
The Cartoon Introduction to Economics: Volume Two: Macroeconomics,great overview suitable for students or as a refresher for adults,"Monday, April 30, 2012",Positive
The Case for the Real Jesus: A Journalist Investigates Current Attacks on the Identity of Christ,Very useful in defending the biblical Jesus,"Tuesday, May 1, 2012",Neutral
The Cassandra Compact (Covert-One),"Basically, I loved it.","Monday, April 30, 2012",Positive
"The Cat, the Wife and the Weapon: A Cats in Trouble Mystery",A Dependable Cozy,"Wednesday, May 2, 2012",Positive
"The Cat, the Wife and the Weapon: A Cats in Trouble Mystery",Like meeting with a good friend. LOVE this series..,"Sunday, April 29, 2012",Positive
The Catcher in the Rye,An amazing story,"Monday, April 30, 2012",Positive
The Catcher in the Rye,Wonderful,"Sunday, April 29, 2012",Positive
The Catechism of Catholic Ethics: A work of Roman Catholic moral theology,The Oak Tree,"Tuesday, May 1, 2012",Positive
The Cause,Great,"Tuesday, May 1, 2012",Positive
The Cavalier,Stayed up late to finish,"Wednesday, May 2, 2012",Positive
"The Cavalier King Charles Spaniel, in Fact and Fancy",Can I Give This Book 10 Stars?,"Monday, April 30, 2012",Positive
The Celebrant: A Novel,literature for the baseball fan,"Wednesday, May 2, 2012",Positive
"The Celebrity 411: Spotlight on Juliet Mills, Including Her Personal Life, Famous Television Shows and Blockbusters Such as Avanti!, Qb V",Rip Off,"Sunday, April 29, 2012",Positive
The Celestine Prophecy: An Adventure,A spritual adventure...a fun read.,"Wednesday, May 2, 2012",Positive
The Celestine Prophecy: An Adventure,"Great book, great gift for a friend","Monday, April 30, 2012",Positive
"The Chakras: Including An Updated List Of Chakra Balancing Colors, Gemstones, Fragrances And Foods",What a farce.,"Monday, April 30, 2012",Positive
The Chalice,Fun Read,"Tuesday, May 1, 2012",Positive
The Chalk Circle: Intercultural Prizewinning Essays,An Inclusive Chalk Circle,"Sunday, April 29, 2012",Positive
The Chaos,"Meh, it just ""ok""","Wednesday, May 2, 2012",Positive
The Chaperone,A joy to read.,"Tuesday, May 1, 2012",Positive
The Chaperone,A personal story set against changing American society in the 20th century,"Tuesday, May 1, 2012",Positive
The Chaperone,Interesting insights on morality,"Sunday, April 29, 2012",Negative
The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism,Book offers uplifting but practical advice: you can master what you put your mind to,"Tuesday, May 1, 2012",Positive
The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism,Has some insightful strategies but no one likes to be manipulated or lied to.,"Tuesday, May 1, 2012",Positive
The Charles F. Stanley Life Principles Bible: New American Standard Version,The Charles F. Stanley Life Principles Bible: New American Standard Version,"Wednesday, May 2, 2012",Positive
The Chartreuse Envelope: Murder in Memphis,Book club book,"Sunday, April 29, 2012",Positive
The Chase: A Novel (Crime Scene: Houston),A very engrossing myster!,"Tuesday, May 1, 2012",Positive
The Chase: A Novel (Crime Scene: Houston),Solid suspence with a touch of romance,"Monday, April 30, 2012",Positive
The Chase: A Novel (Crime Scene: Houston),The Chase,"Monday, April 30, 2012",Positive
"The Cheese Board: Collective Works: Bread, Pastry, Cheese, Pizza",One of the best books out there!,"Wednesday, May 2, 2012",Positive
The Cheesemaker's Son,Steinbach blended to a fresh set of eyes...and tendencies,"Monday, April 30, 2012",Positive
The Chicken Health Handbook,A MUST for all backyard flocks!,"Tuesday, May 1, 2012",Negative
The Children of Men,Brilliant book,"Monday, April 30, 2012",Positive
The Children of the Lost: Book One in the Lost Mystery Trilogy (Hardy Boys (All New) Undercover Brothers),Outstanding Book - Period!,"Monday, April 30, 2012",Positive
The Children's Bible in 365 Stories,Not exactly...,"Tuesday, May 1, 2012",Positive
The Children's Creed: Being a Simple Explanation of the Apostle's Creed,1909 Teaching for little children on the Articles of the Christian Faith,"Monday, April 30, 2012",Positive
"The Children's Illustrated Bible, Small Edition",Size of Bible was not listed on Amazon,"Tuesday, May 1, 2012",Neutral
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","Awesome, informative book","Monday, April 30, 2012",Positive
The Chip : How Two Americans Invented the Microchip and Launched a Revolution,Excellent summary of the invention of the microchip and how it changed the world,"Tuesday, May 1, 2012",Positive
The Choice is Yours: Life Happens. Walking with God is a decision.,perfect,"Wednesday, May 2, 2012",Positive
The Chosen Fast and Prayer,A Must Read,"Wednesday, May 2, 2012",Positive
The Chris Farley Show: A Biography in Three Acts,Chris Farley Fan,"Wednesday, May 2, 2012",Positive
The Christ Connection: How the World Religions Prepared the Way  for the Phenomenon of Jesus,Excellent Book,"Tuesday, May 1, 2012",Positive
The Christian Codependence Recovery Workbook: From Surviving to Significance,Amazing book,"Monday, April 30, 2012",Positive
"The Christian Conference Planner: Organizing Effective Events, Conferences, Retreats, Seminars, and Workshops",Loved the book!,"Tuesday, May 1, 2012",Positive
The Christian in Complete Armour (3 Volume Set),"if you can read and your a Christian, buy it!","Wednesday, May 2, 2012",Positive
The Christmas Chronicles,This is an ANTHOLOGY of the other books in the series!,"Sunday, April 29, 2012",Positive
The Christmas Train,"Ho, ho, ho ... hum","Tuesday, May 1, 2012",Positive
The Chronic Stress Crisis How Stress is Destroying Your Health and What You Can Do To Stop It,Great synopsis of how how stress is making us all sick.,"Wednesday, May 2, 2012",Positive
The Chronicles of Harris Burdick: Fourteen Amazing Authors Tell the Tales / With an Introduction by Lemony Snicket,Good Collection of Short Stories for Kids,"Wednesday, May 2, 2012",Positive
The Chronicles of Kale: A Dragon's Awakening,Great fantasy read,"Sunday, April 29, 2012",Positive
The Chronological Study Bible: New King James Version,"A must have for all Avid Bible readers, great for the novice.","Wednesday, May 2, 2012",Positive
"The Church of Mary Tudor (Catholic Christendom, 1300 - 1700)",Academic publishers' outdated business models are an impediment to learning,"Monday, April 30, 2012",Positive
The Church of Satan: A History of the World's Most Notorious Religion,Excellent a real book of truth,"Monday, April 30, 2012",Positive
The Church's Confession of Faith: A Catholic Catechism for Adults (Communio Books) (English and German Edition),Catechism,"Monday, April 30, 2012",Positive
The Circle Maker: Praying Circles Around Your Biggest Dreams and Greatest Fears,"Merciful, & Gracious God we have!!!","Tuesday, May 1, 2012",Positive
The City of the Dead (Doctor Who),Really lame book,"Monday, April 30, 2012",Positive
The Civil War Love Letter Quilt: 121 Quilt Blocks Inspired by Love and War,The Civil War Love Letter Quilt: 121 Quilt Blocks Inspired by Love and War,"Tuesday, May 1, 2012",Positive
The Civil War: A Visual History,Fascinating,"Monday, April 30, 2012",Positive
The Claimed (Sin Hunters),Caridad delivers another winner,"Monday, April 30, 2012",Positive
The Claimed (Sin Hunters),I couldn't put it down,"Monday, April 30, 2012",Positive
"The Clairvoyant Path: Follow Your Inner Wisdom to Healing, Empowerment & Change",Excellent resource for anyone,"Tuesday, May 1, 2012",Positive
"The Clan of the Cave Bear: Earth's Children, Book One",BEST of the series...unfortunately,"Sunday, April 29, 2012",Positive
"The Clash of Generations: Saving Ourselves, Our Kids, and Our Economy (MIT Press)",Fiscal analysis 1; Policy suggestions 3; Financial planning 5,"Wednesday, May 2, 2012",Positive
The Classical Economists Revisited,Classical economics in an X-ray machine,"Wednesday, May 2, 2012",Positive
The Classical Greek Reader,School Use,"Tuesday, May 1, 2012",Positive
The Cleansing of America,The Cleansing of America,"Tuesday, May 1, 2012",Neutral
The Clear Skin Prescription: The Perricone Program to Eliminate Problem Skin,This Works!,"Tuesday, May 1, 2012",Positive
"The Client's Guide to Cognitive-Behavioral Therapy: How to Live a Healthy, Happy Life...No Matter What!",The Client's Guide to Cognitive Behavioral Therapy,"Monday, April 30, 2012",Positive
The Clock Winder & Celestial Navigation & Searching for Caleb,Three Good Books in One,"Monday, April 30, 2012",Positive
"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World","A great read - very clear explanations, with a minor quibble","Tuesday, May 1, 2012",Positive
The Cloud Atlas,Alaskan adventure,"Monday, April 30, 2012",Negative
The Cloud of Unknowing: With the Book of Privy Counsel,Very cool book on Christian mysticism/spirituality,"Wednesday, May 2, 2012",Positive
The Clover Tree,Engrossing Read,"Wednesday, May 2, 2012",Positive
The Cobra and Scarab: A Novel of Ancient Egypt,The Cobra and Scarab:  A Novel of Ancient Egypt,"Tuesday, May 1, 2012",Positive
The Codex,Look Deeper,"Tuesday, May 1, 2012",Positive
The Coffin,the coffin,"Sunday, April 29, 2012",Positive
The Cognitive Behavioral Workbook for Depression: A Step-by-step Program (Workbook),Beginner's Guide,"Wednesday, May 2, 2012",Positive
The Coldest Winter Ever: A Novel,Could not put it down!,"Tuesday, May 1, 2012",Positive
The Collected Poems,"An exhaustive collection, perfect for Plath fans ~","Wednesday, May 2, 2012",Positive
The Collected Tales of Nikolai Gogol,A Legands Short Stories,"Sunday, April 29, 2012",Positive
The Collected Works of Billy the Kid,To each his own,"Wednesday, May 2, 2012",Positive
The Collected Works of Neal A. Maxwell,Neal Maxwell was one of a kind. Great collection to own.,"Wednesday, May 2, 2012",Positive
The Collectibles,Wonderful book that goes straight to your heart.,"Monday, April 30, 2012",Positive
The Collection of Stuffed Dolls from a Fancy World,Timeless and old-fashioned,"Monday, April 30, 2012",Positive
The College Solution: A Guide for Everyone Looking for the Right School at the Right Price (2nd Edition),"This is the practical, down to earth book that you need for college planning.","Monday, April 30, 2012",Positive
"The Colonel and Little Missie: Buffalo Bill, Annie Oakley, and the Beginnings of Superstardom in America (includes 16 pages of B&W photographs)","Great Book, Great Price","Monday, April 30, 2012",Positive
The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water,"Monday, April 30, 2012",Positive
The Colors of Fall: A Celebration of New England's Foliage Season,a book of beautiful photos,"Sunday, April 29, 2012",Positive
The Columbus Affair: A Novel,Loved it!,"Sunday, April 29, 2012",Positive
The Columbus Affair: A Novel,Not as great as the Cotton Malone series,"Monday, April 30, 2012",Positive
The Comanche Empire (The Lamar Series in Western History),One Fine Ride!,"Sunday, April 29, 2012",Positive
The Combat Position: Achieving Firefighter Readiness,I Like This Book!,"Monday, April 30, 2012",Positive
The Combination of Stellar Influences,Researcher and Analist.,"Sunday, April 29, 2012",Positive
The Comeback Cowboy,The Comeback Cowboy,"Wednesday, May 2, 2012",Positive
The Coming Conflict with China,Still Relevant,"Wednesday, May 2, 2012",Positive
The Coming Generational Storm: What You Need to Know about America's Economic Future (MIT Press),Self help finance book; but superseded by another book by the same authors,"Monday, April 30, 2012",Positive
The Coming Revolution,"Fantastic, thought provoking, mind openning book","Sunday, April 29, 2012",Positive
The Coming Revolution: Signs from America's Past That Signal Our Nation's Future,Clarion Call,"Tuesday, May 1, 2012",Positive
The Commission: Qi Saga Book One,One of My Favorite Sci-Fi Books!,"Wednesday, May 2, 2012",Positive
The Community Life of God: Seeing the Godhead As the Model for All Relationships,we understand community by looking to God,"Wednesday, May 2, 2012",Positive
The Company She Keeps,A woman who never learns,"Wednesday, May 2, 2012",Negative
The Company That Everyone Left,Very enjoable reading,"Monday, April 30, 2012",Positive
The Company We Keep: A Husband-and-Wife True-Life Spy Story,Page Turner / Hard to put down,"Monday, April 30, 2012",Positive
The Company they Keep : Life Inside the U.S. Army Special Forces,Great read!,"Tuesday, May 1, 2012",Positive
"The Compleat Cruiser: The Art, Practice, and Enjoyment of Boating",There was a time when men knew what to do and they did it...,"Tuesday, May 1, 2012",Positive
The Complete Adventures of the Borrowers,"Love the stories, great British authors","Sunday, April 29, 2012",Positive
The Complete Birdhouse Book: The Easy Guide to Attracting Nesting Birds,Basic but Functional,"Wednesday, May 2, 2012",Positive
The Complete Book of Essential Oils and Aromatherapy,Amazing book,"Tuesday, May 1, 2012",Positive
The Complete Book of Foaling: An Illustrated Guide for the Foaling Attendant (Howell reference books),The best foaling book on the market,"Wednesday, May 2, 2012",Positive
"The Complete Book of Food Counts, 9th Edition: The Book That Counts It All","The Complete Book of Food Countd, 9th edition: The book that Counts It All","Monday, April 30, 2012",Positive
The Complete Book of Hymns,Just what I wanted,"Wednesday, May 2, 2012",Positive
"The Complete Book of Raw Food: Healthy, Delicious Vegetarian Cuisine Made With Living Foods--Includes Over 350 Recipes from the World's Top Raw Food Chefs",raw food,"Wednesday, May 2, 2012",Positive
The Complete Book of Stumpwork Embroidery (Milner Craft Series),Definitive resource on Stump Work,"Tuesday, May 1, 2012",Positive
The Complete Book of Year-Round Small-Batch Preserving: Over 300 Delicious Recipes,In fairness to the author,"Tuesday, May 1, 2012",Negative
The Complete Book of the Olympics: 2012 Edition,Excellent reference - but title slightly misleading,"Tuesday, May 1, 2012",Positive
The Complete Calvin and Hobbes [Box Set],Calvin is one cool cat,"Tuesday, May 1, 2012",Positive
"The Complete Compost Gardening Guide: Banner batches, grow heaps, comforter compost, and other amazing techniques for saving time and money, and ... most flavorful, nutritous vegetables ever.",Great book,"Tuesday, May 1, 2012",Positive
The Complete Dead Sea Scrolls in English (Penguin Classics),Dead Sea Scrolls,"Monday, April 30, 2012",Positive
The Complete Family Guide to Homeopathy: An Illustrated Encyclopedia of Safe and Effective Remedies,One of the better books for a novice.,"Sunday, April 29, 2012",Positive
The Complete Glock Reference Guide,Great Gun... Great Book,"Monday, April 30, 2012",Neutral
The Complete Guide to Asperger's Syndrome,Most Helpful Book on Asperger's Syndrome that I Have Found,"Tuesday, May 1, 2012",Positive
The Complete Guide to Business Process Management: Business process transformation or a way of aligning the strategic objectives of the company and the information system through the processes,Poor english,"Wednesday, May 2, 2012",Negative
"The Complete Guide to Drying Foods at Home: Everything You Need to Know about Preparing, Storing, and Consuming Dried Foods (Back to Basics)",Great book,"Wednesday, May 2, 2012",Positive
The Complete Guide to Fundraising Management,Great Transaction,"Monday, April 30, 2012",Positive
The Complete Guide to Mindful Habits - 9 Steps to Permanent Change,"So simple, straightforward yet amazingly profound","Tuesday, May 1, 2012",Positive
The Complete Guide to Vegan Food Substitutions: Veganize It!  Foolproof Methods for Transforming Any Dish into a Delicious New Vegan Favorite,Excellent resource for vegans,"Sunday, April 29, 2012",Positive
The Complete Guide to Yin Yoga: The Philosophy and Practice of Yin Yoga,The best guide to Yin Yoga I've read!,"Monday, April 30, 2012",Positive
The Complete Idiot's Guide to Creating a Website (Complete Idiot's Guides (Computers)),Not as helpful as I originally thought.,"Sunday, April 29, 2012",Positive
The Complete Idiot's Guide to Fermenting Foods (Complete Idiot's Guides (Lifestyle Paperback)),A necessity for the 'off grid' lifestyle!,"Wednesday, May 2, 2012",Positive
The Complete Idiot's Guide to Fermenting Foods (Complete Idiot's Guides (Lifestyle Paperback)),"An Absolute ""MUST OWN"" Reference","Monday, April 30, 2012",Positive
The Complete Idiot's Guide to Fermenting Foods (Complete Idiot's Guides (Lifestyle Paperback)),Love this book!,"Wednesday, May 2, 2012",Positive
The Complete Idiot's Guide to Genealogy,Still a good choice for beginning genealogists,"Monday, April 30, 2012",Positive
The Complete Idiot's Guide to Landscaping Illustrated,Needs color pictures,"Tuesday, May 1, 2012",Positive
The Complete Idiot's Guide to Sausage Making (Complete Idiot's Guides (Lifestyle Paperback)),Fantastic Intro To Sausage Making,"Tuesday, May 1, 2012",Negative
"The Complete Idiot's Guide to Statistics, 2nd Edition (Idiot's Guides)","Solid, Solid, Solid","Monday, April 30, 2012",Positive
The Complete Idiot's Guide to Triathlon Training (Complete Idiot's Guides (Lifestyle Paperback)),Great Training for Any Skill Level,"Sunday, April 29, 2012",Positive
The Complete Midshipman Bolitho,"Reasonably Paced; But, This Guy is a Bit of a Sissy","Wednesday, May 2, 2012",Positive
The Complete New Yorker: Eighty Years of the Nation's Greatest Magazine (Book & 8 DVD-ROMs),Phenomenal when I can get it to work,"Monday, April 30, 2012",Positive
"The Complete Stems and Branches: Time and Space in Traditional Acupuncture, 1e",Some of the pages left blank,"Tuesday, May 1, 2012",Negative
The Complete Tales of Winnie-The-Pooh,A great book for all.,"Monday, April 30, 2012",Positive
The Complete Three Stooges,3 Stooges Encyclopaedia,"Tuesday, May 1, 2012",Positive
The Complete Tightwad Gazette,The Complete Tightwad Gazette,"Monday, April 30, 2012",Positive
The Complete Works of Walter Trobisch,A Must Haves on your bookshelf,"Wednesday, May 2, 2012",Positive
The Complete Writer: Writing with Ease:,Superb Resource,"Tuesday, May 1, 2012",Positive
The CompleteLandlord.com Ultimate Property Management Handbook,Very basic and associated with a defunct company,"Tuesday, May 1, 2012",Positive
The Complexity of a Soldier,family life from peace time military to war in Iraq,"Wednesday, May 2, 2012",Positive
"The Condominium Concept: A Practical Guide for Officers, Owners, Realtors, Attorneys, and Directors of Florida Condominiums (Condominium Concepts)",Didn't get the version I thought I ordered,"Wednesday, May 2, 2012",Negative
The Confederate LeMat Revolver,"CSA History Buff, then buy this book!","Wednesday, May 2, 2012",Positive
The Confession: An Inspector Ian Rutledge Mystery (Inspector Ian Rutledge Mysteries),Clever plot - fun to follow along,"Wednesday, May 2, 2012",Positive
The Confessions of Jennifer X,The Confessions of Jennifer X,"Monday, April 30, 2012",Positive
The Confident Woman: Knowing Who You Are in Christ,Life changing!,"Sunday, April 29, 2012",Positive
The Congregation,The Congregation,"Sunday, April 29, 2012",Positive
The Conscience of a Liberal,Conscience of a Liberal,"Wednesday, May 2, 2012",Positive
The Conscious Mind: In Search of a Fundamental Theory (Philosophy of Mind),The concious mind,"Sunday, April 29, 2012",Positive
The Conspiracy: An Innocent Priest,The Conspiracy - a wake up call to those persecuting the priests of our Church,"Monday, April 30, 2012",Positive
"The Contemporary Death, Living and Dying in Order to Keep Living, Everyone Dies for Himself Alone","Life, Death and the Continuance of Life","Sunday, April 29, 2012",Positive
The Control Factor: Our Struggle to See the True Threat,A new way of looking at the West's failure to comprehend radical Islam,"Sunday, April 29, 2012",Positive
The Cook's Herb Garden,"Beautiful, well laid out herb book","Sunday, April 29, 2012",Positive
The Cornered Cat: A Woman's Guide to Concealed Carry,Not enough words,"Tuesday, May 1, 2012",Positive
The Corruptible: A Ray Quinn Mystery,The Corruptible,"Monday, April 30, 2012",Positive
The Cosmic Serpent: DNA and the Origins of Knowledge,"Visions, DNA, consciousness; what else could you ask for?","Sunday, April 29, 2012",Positive
The Cosmological Argument from Plato to Leibniz: (Library of Philosophy and Religion),A fantastic overview of the history of the cosmological argument and its philosophical implications.,"Wednesday, May 2, 2012",Positive
The Cost of Discipleship,Please translate the greek parts. Otherwise an EXCELLENT book!,"Tuesday, May 1, 2012",Positive
The Cottage at Glass Beach: A Novel,"Story had potential, but unfortunately it didn't measure up to it","Wednesday, May 2, 2012",Negative
The Cottage at Glass Beach: A Novel,The writing is lovely,"Sunday, April 29, 2012",Positive
"The Council of Mirrors (The Sisters Grimm, Book 9)",A book series that helps children love to read,"Tuesday, May 1, 2012",Positive
The Count Of Monte Cristo: Abridged,"Abridged, but still really long and hard to read","Tuesday, May 1, 2012",Positive
The Country Bunny and the Little Gold Shoes,A Classic,"Tuesday, May 1, 2012",Positive
The Country Under My Skin: A Memoir of Love and War,Brilliant writing...boring woman.,"Tuesday, May 1, 2012",Positive
The Cove (An FBI Thriller),love it,"Tuesday, May 1, 2012",Positive
The Cove: A Novel,Could This Be a Pulitzer Winner? I Think So!,"Sunday, April 29, 2012",Positive
"The Cowboy Takes a Bride (Jubilee, Texas)",COULDN'T PUT IT DOWN...FOR THE MOST PART,"Sunday, April 29, 2012",Positive
"The Cowboy Takes a Bride (Jubilee, Texas)","Romance, Texas-style","Sunday, April 29, 2012",Positive
"The Cowboy Takes a Bride (Jubilee, Texas)","Sweet story, but was a little slow...","Wednesday, May 2, 2012",Positive
The Cowles Comprehensive Encyclopedia,the cowles comprehensive encyclopedia,"Sunday, April 29, 2012",Negative
The Cozy Chicks Kitchen,Tasty Treat for Mystery Lovers and Cooks,"Wednesday, May 2, 2012",Positive
The Cracked Slipper,A beautifully-told story that's equal parts magic & reality,"Tuesday, May 1, 2012",Positive
The Craft - A Witch's Book of Shadows,top book on the craft,"Wednesday, May 2, 2012",Positive
The Craft of Psychodynamic Psychotherapy,A primer for functioning as a psychodynamic psychotherapist,"Monday, April 30, 2012",Negative
"The Craft: Freemasons, Secret Agents, and William Morgan","Interesting story, poorly written.","Monday, April 30, 2012",Positive
The Crash Crystal: A Lego Mystery: A middle-grade novel for 9-12 year-olds,An Adventurous Read!,"Tuesday, May 1, 2012",Positive
The Creation,book and family activity all in one,"Monday, April 30, 2012",Positive
The Creation of a Consciousness Shift,A simple message to help balance a complex world,"Tuesday, May 1, 2012",Positive
The Creative Awakening: This Is an Illustrated Journey Which Will Assist You in Your Spiritual Awakening in This New Aquarian Age.,Must Read,"Monday, April 30, 2012",Positive
The Credit Report Guide,A Must Read and Do,"Monday, April 30, 2012",Positive
The Crime of the Congo,Don't Buy - Available Free Online,"Wednesday, May 2, 2012",Positive
